Date,Close
2020-01-02,-0.1391463279724121
2020-01-03,-0.19878053665161133
2020-01-06,0.009939193725585938
2020-01-07,-0.5068902969360352
2020-01-08,-0.15902423858642578
2020-01-09,0.009938716888427734
2020-01-10,0.08945131301879883
2020-01-13,0.28823184967041016
2020-01-14,0.25841474533081055
2020-01-15,0.218658447265625
2020-01-16,-0.04969501495361328
2020-01-17,-0.09939050674438477
2020-01-21,-0.20871973037719727
2020-01-22,-0.16896295547485352
2020-01-23,-0.05963468551635742
2020-01-24,-0.3776826858520508
2020-01-27,0.42737817764282227
2020-01-28,-0.019877910614013672
2020-01-29,0.06957292556762695
2020-01-30,-0.31804847717285156
2020-01-31,-0.06957340240478516
2020-02-03,0.19878053665161133
2020-02-04,0.3478660583496094
2020-02-05,-0.2484760284423828
2020-02-06,-0.19878005981445312
2020-02-07,0.23853635787963867
2020-02-10,0.14908552169799805
2020-02-11,-0.07951211929321289
2020-02-12,0.1391463279724121
2020-02-13,0.09939002990722656
2020-02-14,-0.05963420867919922
2020-02-18,0.2683534622192383
2020-02-19,0.44725656509399414
2020-02-20,-0.2981710433959961
2020-02-21,-0.4074997901916504
2020-02-24,-0.4969511032104492
2020-02-25,-0.6162199974060059
2020-02-26,0.15902471542358398
2020-02-27,0.16896343231201172
2020-02-28,-0.14908552169799805
2020-03-02,-0.2981705665588379
2020-03-03,0.009939193725585938
2020-03-04,-0.8945126533508301
2020-03-05,-0.3599996566772461
2020-03-06,-0.6800003051757812
2020-03-09,0.34999990463256836
2020-03-10,-0.5599997043609619
2020-03-11,-0.7300000190734863
2020-03-12,0.309999942779541
2020-03-13,-0.6200001239776611
2020-03-16,-0.11999988555908203
2020-03-17,-0.009999990463256836
2020-03-18,0.8999998569488525
2020-03-19,-0.17999982833862305
2020-03-20,-0.039999961853027344
2020-03-23,0.4099998474121094
2020-03-24,-0.09999990463256836
2020-03-25,0.24000000953674316
2020-03-26,-0.10000014305114746
2020-03-27,-0.559999942779541
2020-03-30,0.12000012397766113
2020-03-31,-0.5400002002716064
2020-04-01,-0.37999987602233887
2020-04-02,0.029999971389770508
2020-04-03,0.6100001335144043
2020-04-06,0.25999999046325684
2020-04-07,0.15999984741210938
2020-04-08,-0.7000000476837158
