Date,sentiment_score
2020-01-05,0.38492
2020-01-06,0.6090474358974359
2020-01-07,0.2788785714285714
2020-01-08,0.133025
2020-01-09,0.1871
2020-01-10,0.189925
2020-01-11,0.2259333333333333
2020-01-12,0.257775
2020-01-13,0.380575
2020-01-14,0.0503666666666666
2020-01-15,0.02855
2020-01-16,0.3764333333333333
2020-01-17,0.175825
2020-01-18,0.0059999999999999
2020-01-19,-0.1147749999999999
2020-01-20,0.1646333333333333
2020-01-21,0.2722
2020-01-22,0.08825
2020-01-23,0.2841
2020-01-24,-0.2908666666666666
2020-01-25,0.4593
2020-01-26,0.172125
2020-01-27,0.220575
2020-01-28,0.1998375
2020-01-29,0.1318
2020-01-30,0.39166249999999997
2020-01-31,0.33448333333333324
2020-02-01,0.119125
2020-02-02,-0.06225
2020-02-03,0.16215
2020-02-04,0.0379666666666666
2020-02-05,0.146475
2020-02-06,0.378025
2020-02-07,-0.1724666666666666
2020-02-08,0.1901
2020-02-09,0.26948
2020-02-10,0.19367499999999996
2020-02-11,0.6486
2020-02-12,-0.28595
2020-02-13,0.0
2020-02-14,0.536875
2020-02-15,0.2504333333333333
2020-02-16,0.4344333333333334
2020-02-17,0.0
2020-02-18,0.112775
2020-02-19,0.4648
2020-02-20,0.21435
2020-02-21,0.6348666666666667
2020-02-22,0.6791333333333333
2020-02-23,0.1616
2020-02-24,0.1046333333333333
2020-02-25,0.255375
2020-02-26,0.443775
2020-02-27,0.324825
2020-02-28,0.12763333333333335
2020-02-29,0.3058666666666667
2020-03-01,0.462425
2020-03-02,0.106
2020-03-03,0.13976666666666665
2020-03-04,0.11202499999999994
2020-03-05,0.250328125
2020-03-06,0.1452
2020-03-07,0.5130000000000001
2020-03-08,0.106775
2020-03-09,0.3119
2020-03-10,-0.1232999999999999
2020-03-11,0.0737499999999999
2020-03-12,0.0760333333333333
2020-03-13,-0.1337
2020-03-14,0.18615
2020-03-15,0.44655
2020-03-16,0.0
2020-03-17,0.22184166666666666
2020-03-18,0.0386
2020-03-19,0.07655
2020-03-20,0.418125
2020-03-21,0.2421428571428571
2020-03-22,0.26542
2020-03-23,0.4320333333333333
2020-03-24,0.616375
2020-03-25,0.4082666666666667
2020-03-26,0.283775
2020-03-27,0.1893
2020-03-28,0.24863333333333335
2020-03-29,0.35015
2020-03-30,0.5202
2020-03-31,0.2228925
2020-04-01,0.0252875
2020-04-02,0.0665975
2020-04-03,0.2418
2020-04-04,-0.12179999999999995
2020-04-05,0.31615
2020-04-06,0.1719916666666667
2020-04-07,0.4676125
2020-04-08,0.19310000000000002
2020-04-09,0.33710000000000007
2020-04-10,0.34936249999999996
2020-04-11,0.154125
2020-04-12,0.0
2020-04-13,0.14969999999999994
2020-04-14,-0.0007625000000000513
2020-04-15,0.0163999999999999
2020-04-16,-0.006420833333333292
2020-04-17,0.15595
2020-04-18,0.3216
2020-04-19,0.2627333333333333
2020-04-20,0.24525
2020-04-21,0.2079333333333333
2020-04-22,0.211925
2020-04-23,0.40154999999999996
2020-04-24,0.20811249999999998
2020-04-25,0.2120999999999999
2020-04-26,0.00645
2020-04-27,0.09771666666666665
2020-04-28,0.1949125
2020-04-29,0.2724249999999999
2020-04-30,0.0787375
2020-05-01,0.039175
2020-05-02,0.0
2020-05-03,-0.1401
2020-05-04,0.0301833333333333
2020-05-05,0.042725
2020-05-06,0.4517666666666667
2020-05-07,0.105
2020-05-08,0.4213
2020-05-09,0.0028666666666666
2020-05-10,-0.07955
2020-05-11,0.33745
2020-05-12,0.1383875
2020-05-13,0.212525
2020-05-14,0.6328
2020-05-15,0.3148375
2020-05-16,0.069675
2020-05-17,0.3712
2020-05-18,-0.0234
2020-05-19,0.1101
2020-05-20,0.2112125
2020-05-21,0.230725
2020-05-22,0.29296666666666665
2020-05-23,0.0641249999999999
2020-05-24,0.0
2020-05-25,0.0735666666666666
2020-05-26,0.1335875
2020-05-27,0.271825
2020-05-28,0.4680666666666666
2020-05-29,0.1377666666666667
2020-05-30,0.55115
2020-05-31,0.42946249999999997
2020-06-01,0.012227500000000058
2020-06-02,0.30825
2020-06-03,0.12046826923076924
