Date,Close
2020-01-02,-1.44000244140625
2020-01-03,3.0400009155273438
2020-01-06,1.5800018310546875
2020-01-07,0.6500015258789062
2020-01-08,0.06999969482421875
2020-01-09,0.46999359130859375
2020-01-10,0.94000244140625
2020-01-13,-0.8699951171875
2020-01-14,3.779998779296875
2020-01-15,-0.8300018310546875
2020-01-16,-0.5500030517578125
2020-01-17,1.1700057983398438
2020-01-21,-1.19000244140625
2020-01-22,-1.0699996948242188
2020-01-23,-1.470001220703125
2020-01-24,-2.55999755859375
2020-01-27,1.0699996948242188
2020-01-28,2.0699996948242188
2020-01-29,0.9599990844726562
2020-01-30,1.7600021362304688
2020-01-31,11.360000610351562
2020-02-03,-1.8700027465820312
2020-02-04,1.1999969482421875
2020-02-05,0.2700042724609375
2020-02-06,1.3799972534179688
2020-02-07,1.029998779296875
2020-02-10,-0.9899978637695312
2020-02-11,-0.40000152587890625
2020-02-12,1.5800018310546875
2020-02-13,1.089996337890625
2020-02-14,5.44000244140625
2020-02-18,7.540000915527344
2020-02-19,1.3600006103515625
2020-02-20,-3.529998779296875
2020-02-21,3.25
2020-02-24,2.0699996948242188
2020-02-25,-0.20000457763671875
2020-02-26,6.670005798339844
2020-02-27,-8.550003051757812
2020-02-28,8.110000610351562
2020-03-02,4.3600006103515625
2020-03-03,-0.6699981689453125
2020-03-04,8.199996948242188
2020-03-05,-10.680000305175781
2020-03-06,-0.5699996948242188
2020-03-09,-5.260002136230469
2020-03-10,1.8100051879882812
2020-03-11,-0.8300018310546875
2020-03-12,-2.0
2020-03-13,0.3899993896484375
2020-03-16,3.2399978637695312
2020-03-17,7.6100006103515625
2020-03-18,5.05999755859375
2020-03-19,6.780006408691406
2020-03-20,29.009994506835938
2020-03-23,-24.3800048828125
2020-03-24,2.9300079345703125
2020-03-25,3.0399932861328125
2020-03-26,10.550003051757812
2020-03-27,-0.8199920654296875
2020-03-30,-4.760009765625
2020-03-31,-9.1199951171875
2020-04-01,-15.069999694824219
2020-04-02,6.269996643066406
2020-04-03,-5.2599945068359375
2020-04-06,-9.19000244140625
2020-04-07,4.05999755859375
2020-04-08,6.700004577636719
2020-04-09,11.409996032714844
2020-04-13,5.970001220703125
2020-04-14,9.669998168945312
2020-04-15,-1.3000030517578125
2020-04-16,-0.1999969482421875
2020-04-17,-1.0699920654296875
2020-04-20,-5.720001220703125
2020-04-21,6.9799957275390625
2020-04-22,18.839996337890625
2020-04-23,-10.289993286132812
2020-04-24,5.8000030517578125
2020-04-27,-7.8800048828125
2020-04-28,-10.240005493164062
