,Unnamed: 0,Date,sentiment_score,Close,PriceDiff_1,PriceDiff_2,PriceDiff_3,PriceDiff_4,PriceDiff_5,PriceDiff_6,PriceDiff_7
0,0,2020-01-13,0.0288,-0.8699951171875,0.94000244140625,0.4699935913085937,0.0699996948242187,0.6500015258789062,1.5800018310546875,3.040000915527344,-1.44000244140625
1,1,2020-01-14,-0.0027199999999999,3.779998779296875,-0.8699951171875,0.94000244140625,0.4699935913085937,0.0699996948242187,0.6500015258789062,1.5800018310546875,3.040000915527344
2,2,2020-01-15,0.0259125,-0.8300018310546875,3.779998779296875,-0.8699951171875,0.94000244140625,0.4699935913085937,0.0699996948242187,0.6500015258789062,1.5800018310546875
3,3,2020-01-16,0.466225,-0.5500030517578125,-0.8300018310546875,3.779998779296875,-0.8699951171875,0.94000244140625,0.4699935913085937,0.0699996948242187,0.6500015258789062
4,4,2020-01-17,0.1285599999999999,1.1700057983398438,-0.5500030517578125,-0.8300018310546875,3.779998779296875,-0.8699951171875,0.94000244140625,0.4699935913085937,0.0699996948242187
5,5,2020-01-21,0.19708,-1.19000244140625,1.1700057983398438,-0.5500030517578125,-0.8300018310546875,3.779998779296875,-0.8699951171875,0.94000244140625,0.4699935913085937
6,6,2020-01-22,0.15196,-1.0699996948242188,-1.19000244140625,1.1700057983398438,-0.5500030517578125,-0.8300018310546875,3.779998779296875,-0.8699951171875,0.94000244140625
7,7,2020-01-23,0.18605625,-1.470001220703125,-1.0699996948242188,-1.19000244140625,1.1700057983398438,-0.5500030517578125,-0.8300018310546875,3.779998779296875,-0.8699951171875
8,8,2020-01-24,0.2012874999999999,-2.55999755859375,-1.470001220703125,-1.0699996948242188,-1.19000244140625,1.1700057983398438,-0.5500030517578125,-0.8300018310546875,3.779998779296875
9,9,2020-01-27,0.22618,1.0699996948242188,-2.55999755859375,-1.470001220703125,-1.0699996948242188,-1.19000244140625,1.1700057983398438,-0.5500030517578125,-0.8300018310546875
10,10,2020-01-28,0.012525,2.0699996948242188,1.0699996948242188,-2.55999755859375,-1.470001220703125,-1.0699996948242188,-1.19000244140625,1.1700057983398438,-0.5500030517578125
11,11,2020-01-29,0.159778947368421,0.9599990844726562,2.0699996948242188,1.0699996948242188,-2.55999755859375,-1.470001220703125,-1.0699996948242188,-1.19000244140625,1.1700057983398438
12,12,2020-01-30,0.3445346153846154,1.7600021362304688,0.9599990844726562,2.0699996948242188,1.0699996948242188,-2.55999755859375,-1.470001220703125,-1.0699996948242188,-1.19000244140625
13,13,2020-01-31,0.3587948275862068,11.360000610351562,1.7600021362304688,0.9599990844726562,2.0699996948242188,1.0699996948242188,-2.55999755859375,-1.470001220703125,-1.0699996948242188
14,14,2020-02-03,0.193625,-1.8700027465820312,11.360000610351562,1.7600021362304688,0.9599990844726562,2.0699996948242188,1.0699996948242188,-2.55999755859375,-1.470001220703125
15,15,2020-02-04,0.226675,1.1999969482421875,-1.8700027465820312,11.360000610351562,1.7600021362304688,0.9599990844726562,2.0699996948242188,1.0699996948242188,-2.55999755859375
16,16,2020-02-05,0.1579666666666666,0.2700042724609375,1.1999969482421875,-1.8700027465820312,11.360000610351562,1.7600021362304688,0.9599990844726562,2.0699996948242188,1.0699996948242188
17,17,2020-02-06,0.3788749999999999,1.3799972534179688,0.2700042724609375,1.1999969482421875,-1.8700027465820312,11.360000610351562,1.7600021362304688,0.9599990844726562,2.0699996948242188
18,18,2020-02-07,0.41475,1.029998779296875,1.3799972534179688,0.2700042724609375,1.1999969482421875,-1.8700027465820312,11.360000610351562,1.7600021362304688,0.9599990844726562
19,19,2020-02-10,0.0805749999999999,-0.9899978637695312,1.029998779296875,1.3799972534179688,0.2700042724609375,1.1999969482421875,-1.8700027465820312,11.360000610351562,1.7600021362304688
20,20,2020-02-11,0.45784,-0.4000015258789062,-0.9899978637695312,1.029998779296875,1.3799972534179688,0.2700042724609375,1.1999969482421875,-1.8700027465820312,11.360000610351562
21,21,2020-02-12,-0.08336,1.5800018310546875,-0.4000015258789062,-0.9899978637695312,1.029998779296875,1.3799972534179688,0.2700042724609375,1.1999969482421875,-1.8700027465820312
22,22,2020-02-13,0.17102,1.089996337890625,1.5800018310546875,-0.4000015258789062,-0.9899978637695312,1.029998779296875,1.3799972534179688,0.2700042724609375,1.1999969482421875
23,23,2020-02-14,0.3793999999999999,5.44000244140625,1.089996337890625,1.5800018310546875,-0.4000015258789062,-0.9899978637695312,1.029998779296875,1.3799972534179688,0.2700042724609375
24,24,2020-02-18,-0.12596,7.540000915527344,5.44000244140625,1.089996337890625,1.5800018310546875,-0.4000015258789062,-0.9899978637695312,1.029998779296875,1.3799972534179688
25,25,2020-02-19,-0.0510333333333333,1.3600006103515625,7.540000915527344,5.44000244140625,1.089996337890625,1.5800018310546875,-0.4000015258789062,-0.9899978637695312,1.029998779296875
26,26,2020-02-20,0.1796,-3.529998779296875,1.3600006103515625,7.540000915527344,5.44000244140625,1.089996337890625,1.5800018310546875,-0.4000015258789062,-0.9899978637695312
27,27,2020-02-21,0.1035555555555555,3.25,-3.529998779296875,1.3600006103515625,7.540000915527344,5.44000244140625,1.089996337890625,1.5800018310546875,-0.4000015258789062
28,28,2020-02-24,-0.2844666666666666,2.0699996948242188,3.25,-3.529998779296875,1.3600006103515625,7.540000915527344,5.44000244140625,1.089996337890625,1.5800018310546875
29,29,2020-02-25,-0.056575,-0.2000045776367187,2.0699996948242188,3.25,-3.529998779296875,1.3600006103515625,7.540000915527344,5.44000244140625,1.089996337890625
